Year,Age,Lifecycle_Stage,Risk_Aversion,Equity_Allocation,Bonds_Allocation,Cash_Allocation,cfg_id
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_DS
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_DS
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_DS
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_DS
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_DS
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_DS
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_DS
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_DS
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_DS
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_DS
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_DS
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_DS
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_DS
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_DS
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_DS
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_DS
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_DS
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_DS
35,65,retirement,0.85,0.35,0.6,0.05,CFG_DS
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_DS
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_DS
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_DS
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_DS
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_DT
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_DT
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_DT
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_DT
4,34,young_family,0.24,0.66,0.29,0.05,CFG_DT
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_DT
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_DT
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_DT
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_DT
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_DT
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_DT
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_DT
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_DT
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_DT
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_DT
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_DT
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_DT
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_DT
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_DT
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_DT
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_DT
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_DT
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_DT
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_DT
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_DT
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_DT
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_DT
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_DT
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_DT
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_DT
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_DT
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_DT
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_DT
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_DT
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_DT
35,65,retirement,0.85,0.35,0.6,0.05,CFG_DT
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_DT
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_DT
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_DT
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_DT
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_DU
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_DU
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_DU
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_DU
4,34,young_family,0.24,0.66,0.29,0.05,CFG_DU
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_DU
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_DU
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_DU
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_DU
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_DU
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_DU
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_DU
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_DU
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_DU
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_DU
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_DU
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_DU
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_DU
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_DU
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_DU
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_DU
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_DU
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_DU
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_DU
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_DU
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_DU
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_DU
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_DU
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_DU
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_DU
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_DU
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_DU
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_DU
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_DU
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_DU
35,65,retirement,0.85,0.35,0.6,0.05,CFG_DU
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_DU
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_DU
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_DU
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_DU
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_DV
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_DV
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_DV
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_DV
4,34,young_family,0.24,0.66,0.29,0.05,CFG_DV
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_DV
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_DV
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_DV
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_DV
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_DV
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_DV
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_DV
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_DV
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_DV
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_DV
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_DV
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_DV
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_DV
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_DV
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_DV
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_DV
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_DV
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_DV
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_DV
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_DV
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_DV
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_DV
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_DV
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_DV
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_DV
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_DV
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_DV
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_DV
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_DV
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_DV
35,65,retirement,0.85,0.35,0.6,0.05,CFG_DV
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_DV
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_DV
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_DV
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_DV
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_DW
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_DW
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_DW
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_DW
4,34,young_family,0.24,0.66,0.29,0.05,CFG_DW
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_DW
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_DW
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_DW
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_DW
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_DW
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_DW
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_DW
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_DW
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_DW
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_DW
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_DW
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_DW
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_DW
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_DW
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_DW
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_DW
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_DW
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_DW
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_DW
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_DW
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_DW
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_DW
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_DW
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_DW
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_DW
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_DW
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_DW
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_DW
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_DW
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_DW
35,65,retirement,0.85,0.35,0.6,0.05,CFG_DW
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_DW
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_DW
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_DW
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_DW
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_DX
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_DX
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_DX
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_DX
4,34,young_family,0.24,0.66,0.29,0.05,CFG_DX
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_DX
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_DX
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_DX
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_DX
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_DX
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_DX
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_DX
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_DX
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_DX
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_DX
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_DX
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_DX
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_DX
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_DX
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_DX
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_DX
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_DX
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_DX
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_DX
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_DX
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_DX
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_DX
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_DX
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_DX
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_DX
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_DX
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_DX
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_DX
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_DX
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_DX
35,65,retirement,0.85,0.35,0.6,0.05,CFG_DX
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_DX
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_DX
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_DX
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_DX
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_DY
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_DY
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_DY
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_DY
4,34,young_family,0.24,0.66,0.29,0.05,CFG_DY
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_DY
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_DY
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_DY
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_DY
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_DY
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_DY
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_DY
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_DY
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_DY
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_DY
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_DY
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_DY
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_DY
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_DY
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_DY
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_DY
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_DY
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_DY
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_DY
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_DY
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_DY
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_DY
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_DY
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_DY
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_DY
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_DY
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_DY
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_DY
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_DY
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_DY
35,65,retirement,0.85,0.35,0.6,0.05,CFG_DY
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_DY
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_DY
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_DY
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_DY
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_DZ
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_DZ
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_DZ
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_DZ
4,34,young_family,0.24,0.66,0.29,0.05,CFG_DZ
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_DZ
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_DZ
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_DZ
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_DZ
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_DZ
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_DZ
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_DZ
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_DZ
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_DZ
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_DZ
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_DZ
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_DZ
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_DZ
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_DZ
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_DZ
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_DZ
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_DZ
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_DZ
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_DZ
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_DZ
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_DZ
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_DZ
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_DZ
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_DZ
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_DZ
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_DZ
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_DZ
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_DZ
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_DZ
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_DZ
35,65,retirement,0.85,0.35,0.6,0.05,CFG_DZ
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_DZ
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_DZ
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_DZ
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_DZ
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_EA
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_EA
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_EA
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_EA
4,34,young_family,0.24,0.66,0.29,0.05,CFG_EA
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_EA
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_EA
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_EA
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_EA
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_EA
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_EA
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_EA
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_EA
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_EA
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_EA
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_EA
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_EA
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_EA
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_EA
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_EA
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_EA
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_EA
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_EA
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_EA
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_EA
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_EA
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_EA
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_EA
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_EA
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_EA
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_EA
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_EA
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_EA
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_EA
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_EA
35,65,retirement,0.85,0.35,0.6,0.05,CFG_EA
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_EA
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_EA
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_EA
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_EA
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_EB
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_EB
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_EB
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_EB
4,34,young_family,0.24,0.66,0.29,0.05,CFG_EB
5,35,mid_career,0.25,0.65,0.3,0.05,CFG_EB
6,36,mid_career,0.27,0.64,0.31,0.05,CFG_EB
7,37,mid_career,0.29,0.63,0.32,0.05,CFG_EB
8,38,mid_career,0.31,0.62,0.33,0.05,CFG_EB
9,39,mid_career,0.32999999999999996,0.61,0.34,0.05,CFG_EB
10,40,mid_career,0.35,0.6,0.35000000000000003,0.05,CFG_EB
11,41,mid_career,0.37,0.59,0.36000000000000004,0.05,CFG_EB
12,42,mid_career,0.39,0.58,0.37000000000000005,0.05,CFG_EB
13,43,mid_career,0.41,0.57,0.38000000000000006,0.05,CFG_EB
14,44,mid_career,0.43,0.56,0.38999999999999996,0.05,CFG_EB
15,45,mid_career,0.45,0.55,0.39999999999999997,0.05,CFG_EB
16,46,mid_career,0.47000000000000003,0.54,0.41,0.05,CFG_EB
17,47,mid_career,0.49000000000000005,0.53,0.42,0.05,CFG_EB
18,48,mid_career,0.51,0.52,0.43,0.05,CFG_EB
19,49,mid_career,0.53,0.51,0.44,0.05,CFG_EB
20,50,pre_retirement,0.55,0.5,0.45,0.05,CFG_EB
21,51,pre_retirement,0.5700000000000001,0.49,0.46,0.05,CFG_EB
22,52,pre_retirement,0.5900000000000001,0.48,0.47000000000000003,0.05,CFG_EB
23,53,pre_retirement,0.61,0.47,0.48000000000000004,0.05,CFG_EB
24,54,pre_retirement,0.63,0.46,0.49000000000000005,0.05,CFG_EB
25,55,pre_retirement,0.65,0.45,0.5,0.05,CFG_EB
26,56,pre_retirement,0.67,0.44,0.51,0.05,CFG_EB
27,57,pre_retirement,0.6900000000000001,0.43,0.52,0.05,CFG_EB
28,58,pre_retirement,0.71,0.42,0.53,0.05,CFG_EB
29,59,pre_retirement,0.73,0.41,0.54,0.05,CFG_EB
30,60,pre_retirement,0.75,0.4,0.5499999999999999,0.05,CFG_EB
31,61,pre_retirement,0.77,0.39,0.5599999999999999,0.05,CFG_EB
32,62,pre_retirement,0.79,0.38,0.57,0.05,CFG_EB
33,63,pre_retirement,0.8099999999999999,0.37,0.58,0.05,CFG_EB
34,64,pre_retirement,0.83,0.36,0.59,0.05,CFG_EB
35,65,retirement,0.85,0.35,0.6,0.05,CFG_EB
36,66,retirement,0.86,0.34,0.6099999999999999,0.05,CFG_EB
37,67,retirement,0.87,0.33,0.6199999999999999,0.05,CFG_EB
38,68,retirement,0.88,0.32,0.6299999999999999,0.05,CFG_EB
39,69,retirement,0.89,0.31,0.6399999999999999,0.05,CFG_EB
0,30,young_family,0.2,0.7,0.25000000000000006,0.05,CFG_EC
1,31,young_family,0.21000000000000002,0.69,0.26000000000000006,0.05,CFG_EC
2,32,young_family,0.22,0.68,0.26999999999999996,0.05,CFG_EC
3,33,young_family,0.23,0.67,0.27999999999999997,0.05,CFG_EC
